seg_model,seg_nd,cluster_num,mode,threshold,pore_precision,pore_recall,pore_f1,gypsum_precision,gypsum_recall,gypsum_f1,celestite_precision,celestite_recall,celestite_f1,bassanite_precision,bassanite_recall,bassanite_f1,macro_f1_4,macro_f1_3
gmm,3d,32,2,0.8,0.5012202621167512,0.7499325129088423,0.600605738266667,0.9636477263838992,0.9189350885534814,0.9407550817823837,0.527880240213218,0.6532548161719232,0.5801067929146054,0.6855673350820505,0.753877778031342,0.7180735930989864,0.7098853015156608,0.753144804382679
gmm,3d,32,2,0.9,0.5012202621167512,0.7499325129088423,0.600605738266667,0.9636477263838992,0.9189350885534814,0.9407550817823837,0.527880240213218,0.6532548161719232,0.5801067929146054,0.6855673350820505,0.753877778031342,0.7180735930989864,0.7098853015156608,0.753144804382679
gmm,3d,32,3,1,0.5012202621167512,0.7499325129088423,0.600605738266667,0.9636477263838992,0.9189350885534814,0.9407550817823837,0.527880240213218,0.6532548161719232,0.5801067929146054,0.6855673350820505,0.753877778031342,0.7180735930989864,0.7098853015156608,0.753144804382679
gmm,3d,32,4,0,0.6040650307042986,0.6241585099775758,0.6132186156253552,0.9438557305295515,0.9513999111107209,0.9476099510941848,0.527880240213218,0.6532548161719232,0.5801067929146054,0.7307548944116454,0.7415823554248588,0.7360927924832895,0.7192570380293587,0.7656404530676097
gmm,3d,64,1,0.5,0.5328594007600574,0.6864436188960803,0.5995739549510088,0.9455153669547556,0.9583830599043295,0.9519038176886314,0.4908962112631735,0.6712120537419295,0.5602844178444439,0.8090810902244289,0.7219053862852459,0.7629718330656632,0.7186835058874368,0.7714832019017677
gmm,3d,64,2,0.6,0.4954059112571495,0.7805844769999555,0.6058631484699339,0.952300869939907,0.9477851004209097,0.9500357249110795,0.4908962112631735,0.6712120537419295,0.5602844178444439,0.8160398196915231,0.7109739660483926,0.7598528840071864,0.7190090438081609,0.7719172524627332
gmm,3d,64,2,0.7,0.4721116321114448,0.8339484646785479,0.6027595496161278,0.9701138426335134,0.9099909696777677,0.9390545434447511,0.4908962112631735,0.6712120537419295,0.5602844178444439,0.7104100535096608,0.7575241218408878,0.7330335093053005,0.7087830050526558,0.7582825341220599
gmm,3d,64,2,0.8,0.4112494291487909,0.8756263025218091,0.5595619061451532,0.9826812855457058,0.8745207993963917,0.9253605958855313,0.4908962112631735,0.6712120537419295,0.5602844178444439,0.6725566224408214,0.7775021203320938,0.7209921636157561,0.6915497708727213,0.7353048885488135
gmm,3d,64,2,0.9,0.4112494291487909,0.8756263025218091,0.5595619061451532,0.9826812855457058,0.8745207993963917,0.9253605958855313,0.33893651648216916,0.7588572723806133,0.43685564320389875,0.6714412832312565,0.7708242043264786,0.7174933997735633,0.6598178862520367,0.7341386339347492
gmm,3d,64,3,1,0.4112494291487909,0.8756263025218091,0.5595619061451532,0.9826812855457058,0.8745207993963917,0.9253605958855313,0.33893651648216916,0.7588572723806133,0.43685564320389875,0.6714412832312565,0.7708242043264786,0.7174933997735633,0.6598178862520367,0.7341386339347492
gmm,3d,64,4,0,0.6669424746344469,0.5392169369570669,0.5961810762246734,0.9351497282705835,0.9679721365180621,0.9512745984064943,0.5599406440629587,0.623958326612924,0.5851170196418854,0.7784824600770932,0.7572563336485322,0.7675635918564381,0.7250340715323728,0.7716730888292019
gmm,3d,128,1,0.5,0.5986813093851209,0.75198579886147,0.6660854243741673,0.9492044379975462,0.9592149518140273,0.9541811069087718,0.4862018660351395,0.6706003162719055,0.5573841602248671,0.8377284068873839,0.7685087179510989,0.8015810980965262,0.7448079474010831,0.8072825431264884
gmm,3d,128,2,0.6,0.568094101089023,0.7971302937165206,0.6630796373724412,0.9605710502118676,0.9404979395880556,0.9504130516920897,0.4862018660351395,0.6706003162719055,0.5573841602248671,0.7835587439756473,0.7905667496418802,0.7868930891986311,0.7394424846220073,0.8001285927543874
gmm,3d,128,2,0.7,0.5240031711940316,0.8297710520515665,0.6420667884914368,0.9714250175471498,0.9218134455441636,0.9459427269912761,0.4862018660351395,0.6706003162719055,0.5573841602248671,0.7525749042040217,0.8158392028950308,0.7828283562509554,0.7320555079896338,0.7902792905778895
gmm,3d,128,2,0.8,0.44849121199213476,0.8935205757696502,0.5971426630540742,0.9782550243623365,0.8968331857199608,0.9357455239406153,0.3791986064764739,0.7595663606082703,0.47382693417432226,0.7527177528420543,0.8123283301508345,0.7812976919923935,0.6970032032903513,0.7713952929956943
gmm,3d,128,2,0.9,0.44849121199213476,0.8935205757696502,0.5971426630540742,0.9782550243623365,0.8968331857199608,0.9357455239406153,0.3791986064764739,0.7595663606082703,0.47382693417432226,0.7527177528420543,0.8123283301508345,0.7812976919923935,0.6970032032903513,0.7713952929956943
gmm,3d,128,3,1,0.44849121199213476,0.8935205757696502,0.5971426630540742,0.9782550243623365,0.8968331857199608,0.9357455239406153,0.3791986064764739,0.7595663606082703,0.47382693417432226,0.7527177528420543,0.8123283301508345,0.7812976919923935,0.6970032032903513,0.7713952929956943
gmm,3d,128,4,0,0.6469765467779329,0.717842134245937,0.6803919021734605,0.947096192845916,0.9610187749340597,0.9540051251076067,0.5581575847693965,0.6375796417640865,0.5902704086931934,0.8205307376691814,0.7843840687997813,0.8019349552722468,0.7566505978116266,0.8121106608511045
gmm,4d,16,1,0.5,0.43209720269926516,0.6933730450196108,0.5314929247909603,0.9393703708141,0.9202183710546762,0.9296911346952187,0.20615911589655178,0.6614258244636737,0.3053671219992099,0.6031704392708152,0.5486259120694162,0.5740572819425395,0.585152115856982,0.6784137804762396
gmm,4d,16,2,0.6,0.43209720269926516,0.6933730450196108,0.5314929247909603,0.9609124704756786,0.8976520583096228,0.9281953258282208,0.20615911589655178,0.6614258244636737,0.3053671219992099,0.5729782506094243,0.6433516170571516,0.6056812986441515,0.5926841678156356,0.6884565164211108
gmm,4d,16,2,0.7,0.43209720269926516,0.6933730450196108,0.5314929247909603,0.9609124704756786,0.8976520583096228,0.9281953258282208,0.20615911589655178,0.6614258244636737,0.3053671219992099,0.5729782506094243,0.6433516170571516,0.6056812986441515,0.5926841678156356,0.6884565164211108
gmm,4d,16,2,0.8,0.43209720269926516,0.6933730450196108,0.5314929247909603,0.9609124704756786,0.8976520583096228,0.9281953258282208,0.20615911589655178,0.6614258244636737,0.3053671219992099,0.5729782506094243,0.6433516170571516,0.6056812986441515,0.5926841678156356,0.6884565164211108
gmm,4d,16,2,0.9,0.43209720269926516,0.6933730450196108,0.5314929247909603,0.9609124704756786,0.8976520583096228,0.9281953258282208,0.20615911589655178,0.6614258244636737,0.3053671219992099,0.5729782506094243,0.6433516170571516,0.6056812986441515,0.5926841678156356,0.6884565164211108
gmm,4d,16,3,1,0.43209720269926516,0.6933730450196108,0.5314929247909603,0.9609124704756786,0.8976520583096228,0.9281953258282208,0.20615911589655178,0.6614258244636737,0.3053671219992099,0.5729782506094243,0.6433516170571516,0.6056812986441515,0.5926841678156356,0.6884565164211108
gmm,4d,16,4,0,0.43223595586979063,0.5291338426447959,0.47479469950818554,0.9393703708141,0.9202183710546762,0.9296911346952187,0.0,0.0,0.0,0.5713655313010599,0.6245378991817775,0.5965862589584662,0.5002680232904676,0.6670240310539569
gmm,4d,32,1,0.5,0.41560593871885537,0.6647693773555352,0.5108173775169675,0.9657278192715834,0.8866115401274838,0.9244632656090497,0.23935580668888606,0.6645413053334488,0.33969995408045844,0.545017384687932,0.6575596665959609,0.5957941055316417,0.5926936756845294,0.6770249162192196
gmm,4d,32,2,0.6,0.41560593871885537,0.6647693773555352,0.5108173775169675,0.9719791849425097,0.8785003817164776,0.9228569660820489,0.23935580668888606,0.6645413053334488,0.33969995408045844,0.5360415835295042,0.6827656405026605,0.6003248150339253,0.59342477817835,0.6779997195443138
gmm,4d,32,2,0.7,0.41560593871885537,0.6647693773555352,0.5108173775169675,0.9719791849425097,0.8785003817164776,0.9228569660820489,0.23935580668888606,0.6645413053334488,0.33969995408045844,0.5360415835295042,0.6827656405026605,0.6003248150339253,0.59342477817835,0.6779997195443138
gmm,4d,32,2,0.8,0.41560593871885537,0.6647693773555352,0.5108173775169675,0.9719791849425097,0.8785003817164776,0.9228569660820489,0.23935580668888606,0.6645413053334488,0.33969995408045844,0.5360415835295042,0.6827656405026605,0.6003248150339253,0.59342477817835,0.6779997195443138
gmm,4d,32,2,0.9,0.41560593871885537,0.6647693773555352,0.5108173775169675,0.9719791849425097,0.8785003817164776,0.9228569660820489,0.23935580668888606,0.6645413053334488,0.33969995408045844,0.5360415835295042,0.6827656405026605,0.6003248150339253,0.59342477817835,0.6779997195443138
gmm,4d,32,3,1,0.41560593871885537,0.6647693773555352,0.5108173775169675,0.9719791849425097,0.8785003817164776,0.9228569660820489,0.23935580668888606,0.6645413053334488,0.33969995408045844,0.5360415835295042,0.6827656405026605,0.6003248150339253,0.59342477817835,0.6779997195443138
gmm,4d,32,4,0,0.4642858619950157,0.4173328502165268,0.43899124230198244,0.9634680914229364,0.8880945397415522,0.924236519253137,0.37880423714523936,0.5771095395429242,0.45093985591737124,0.5269055669650186,0.774863187392684,0.6271813844935508,0.6103372504915103,0.6634697153495568
gmm,4d,64,1,0.5,0.4127312113965649,0.6566639810248153,0.5066730275769503,0.9716608197556194,0.8859607103209535,0.9268137259313679,0.252388738912176,0.5613832622359444,0.3409434991354124,0.5712655556520074,0.7123292089277057,0.6339804189143979,0.602102667889532,0.6891557241409052
gmm,4d,64,2,0.6,0.39327733638115725,0.7207751966053986,0.5085608105179663,0.9716608197556194,0.8859607103209535,0.9268137259313679,0.23139551490365284,0.6765268115790682,0.3327094396691208,0.5730752297485229,0.6581333717561972,0.6124968737258625,0.5951452124610794,0.6826238033917322
gmm,4d,64,2,0.7,0.39327733638115725,0.7207751966053986,0.5085608105179663,0.9716608197556194,0.8859607103209535,0.9268137259313679,0.23139551490365284,0.6765268115790682,0.3327094396691208,0.5730752297485229,0.6581333717561972,0.6124968737258625,0.5951452124610794,0.6826238033917322
gmm,4d,64,2,0.8,0.39327733638115725,0.7207751966053986,0.5085608105179663,0.9716608197556194,0.8859607103209535,0.9268137259313679,0.23139551490365284,0.6765268115790682,0.3327094396691208,0.5730752297485229,0.6581333717561972,0.6124968737258625,0.5951452124610794,0.6826238033917322
gmm,4d,64,2,0.9,0.39327733638115725,0.7207751966053986,0.5085608105179663,0.9716608197556194,0.8859607103209535,0.9268137259313679,0.23139551490365284,0.6765268115790682,0.3327094396691208,0.5730752297485229,0.6581333717561972,0.6124968737258625,0.5951452124610794,0.6826238033917322
gmm,4d,64,3,1,0.39327733638115725,0.7207751966053986,0.5085608105179663,0.9716608197556194,0.8859607103209535,0.9268137259313679,0.23139551490365284,0.6765268115790682,0.3327094396691208,0.5730752297485229,0.6581333717561972,0.6124968737258625,0.5951452124610794,0.6826238033917322
gmm,4d,64,4,0,0.5042519828131251,0.4232098633667433,0.45898412358951024,0.9518645931460433,0.9025621783980391,0.926549841678792,0.4922644640055529,0.49498135511814384,0.4886007742580495,0.5613411938260047,0.770325556071583,0.649346540421104,0.6308703199868639,0.6782935018964688
gmm,4d,128,1,0.5,0.4490040802465134,0.6411787697689888,0.5273946029724562,0.959344437803958,0.9064581448228103,0.932140775342481,0.37319985078509854,0.670811746954654,0.4731462356944215,0.6051622624958141,0.7006275823031853,0.6492738530009187,0.6454888667525692,0.7029364104386187
gmm,4d,128,2,0.6,0.4106816146304671,0.7307275365148019,0.5254370234216691,0.9666310607830347,0.8990692138213656,0.9316113029396736,0.31030364326543236,0.6722670754005622,0.41517897435373247,0.6093727041942478,0.665360492655757,0.6360046176536889,0.627057979592191,0.6976843146716771
gmm,4d,128,2,0.7,0.4106816146304671,0.7307275365148019,0.5254370234216691,0.9683404019757565,0.8957386015317006,0.9306074802596898,0.31030364326543236,0.6722670754005622,0.41517897435373247,0.6023610796257736,0.672101990477702,0.6351903969831624,0.6266034687545634,0.6970783002215072
gmm,4d,128,2,0.8,0.4106816146304671,0.7307275365148019,0.5254370234216691,0.9683404019757565,0.8957386015317006,0.9306074802596898,0.31030364326543236,0.6722670754005622,0.41517897435373247,0.6023610796257736,0.672101990477702,0.6351903969831624,0.6266034687545634,0.6970783002215072
gmm,4d,128,2,0.9,0.4106816146304671,0.7307275365148019,0.5254370234216691,0.9683404019757565,0.8957386015317006,0.9306074802596898,0.31030364326543236,0.6722670754005622,0.41517897435373247,0.6023610796257736,0.672101990477702,0.6351903969831624,0.6266034687545634,0.6970783002215072
gmm,4d,128,3,1,0.4106816146304671,0.7307275365148019,0.5254370234216691,0.9683404019757565,0.8957386015317006,0.9306074802596898,0.31030364326543236,0.6722670754005622,0.41517897435373247,0.6023610796257736,0.672101990477702,0.6351903969831624,0.6266034687545634,0.6970783002215072
gmm,4d,128,4,0,0.524676454335116,0.46505433987233213,0.49194441898284386,0.959344437803958,0.9064581448228103,0.932140775342481,0.40186206131891655,0.632827941975117,0.48781960361663207,0.581973988417416,0.7935427084616413,0.6714226939219651,0.6458318729659805,0.6985026294157635
k-means,3d,16,1,0.5,0.7285070327470697,0.5392194481140472,0.6197086562337925,0.8958861745019859,0.9777301481273563,0.9349834998253836,0.6388051651901729,0.556607099829562,0.5935901053368987,0.8806984892695535,0.6495775811091478,0.7475749026841929,0.7239642910200668,0.7674223529144563
k-means,3d,16,2,0.6,0.7285070327470697,0.5392194481140472,0.6197086562337925,0.8958861745019859,0.9777301481273563,0.9349834998253836,0.6388051651901729,0.556607099829562,0.5935901053368987,0.8806984892695535,0.6495775811091478,0.7475749026841929,0.7239642910200668,0.7674223529144563
k-means,3d,16,2,0.7,0.5201127433801754,0.7512885272065654,0.6142703409963816,0.9491969930937406,0.8711349797015855,0.9084834744951304,0.6388051651901729,0.556607099829562,0.5935901053368987,0.643817120323644,0.8310704481007425,0.7253691470551206,0.7104282669708827,0.7493743208488777
k-means,3d,16,2,0.8,0.5201127433801754,0.7512885272065654,0.6142703409963816,0.9491969930937406,0.8711349797015855,0.9084834744951304,0.6388051651901729,0.556607099829562,0.5935901053368987,0.643817120323644,0.8310704481007425,0.7253691470551206,0.7104282669708827,0.7493743208488777
k-means,3d,16,2,0.9,0.5201127433801754,0.7512885272065654,0.6142703409963816,0.9491969930937406,0.8711349797015855,0.9084834744951304,0.6388051651901729,0.556607099829562,0.5935901053368987,0.643817120323644,0.8310704481007425,0.7253691470551206,0.7104282669708827,0.7493743208488777
k-means,3d,16,3,1,0.5201127433801754,0.7512885272065654,0.6142703409963816,0.9491969930937406,0.8711349797015855,0.9084834744951304,0.6388051651901729,0.556607099829562,0.5935901053368987,0.643817120323644,0.8310704481007425,0.7253691470551206,0.7104282669708827,0.7493743208488777
k-means,3d,16,4,0,0.7285070327470697,0.5392194481140472,0.6197086562337925,0.8958861745019859,0.9777301481273563,0.9349834998253836,0.6388051651901729,0.556607099829562,0.5935901053368987,0.8806984892695535,0.6495775811091478,0.7475749026841929,0.7239642910200668,0.7674223529144563
k-means,3d,32,1,0.5,0.600080600349493,0.7659135443358287,0.672885963959437,0.9236182074274459,0.9551027830395789,0.9390902461384903,0.6445599856742662,0.5437222077608583,0.5881572601199393,0.8302952513445792,0.6684729937601209,0.7403676566799182,0.7351252817244462,0.7841146222592819
k-means,3d,32,2,0.6,0.546341666334999,0.792205514452618,0.6466587181470604,0.9434193286327631,0.9283098199396279,0.9358008105816014,0.6445599856742662,0.5437222077608583,0.5881572601199393,0.754021098835574,0.7353576491337135,0.7442598420021911,0.7287191577126981,0.775573123576951
k-means,3d,32,2,0.7,0.546341666334999,0.792205514452618,0.6466587181470604,0.9512091852013638,0.9094267068022776,0.9298461184423705,0.6445599856742662,0.5437222077608583,0.5881572601199393,0.6925044558521739,0.7677832810651564,0.7280247753127289,0.7231717180055249,0.76817653730072
k-means,3d,32,2,0.8,0.546341666334999,0.792205514452618,0.6466587181470604,0.9512091852013638,0.9094267068022776,0.9298461184423705,0.6445599856742662,0.5437222077608583,0.5881572601199393,0.6925044558521739,0.7677832810651564,0.7280247753127289,0.7231717180055249,0.76817653730072
k-means,3d,32,2,0.9,0.546341666334999,0.792205514452618,0.6466587181470604,0.9512091852013638,0.9094267068022776,0.9298461184423705,0.6445599856742662,0.5437222077608583,0.5881572601199393,0.6925044558521739,0.7677832810651564,0.7280247753127289,0.7231717180055249,0.76817653730072
k-means,3d,32,3,1,0.546341666334999,0.792205514452618,0.6466587181470604,0.9512091852013638,0.9094267068022776,0.9298461184423705,0.6445599856742662,0.5437222077608583,0.5881572601199393,0.6925044558521739,0.7677832810651564,0.7280247753127289,0.7231717180055249,0.76817653730072
k-means,3d,32,4,0,0.6716500412759367,0.6629125737839766,0.6671441669647236,0.9169258667527194,0.9608718191143266,0.9383743983249452,0.6445599856742662,0.5437222077608583,0.5881572601199393,0.8062321100987917,0.6839270223040557,0.7397789685032313,0.7333636984782098,0.7817658445976333
k-means,3d,64,1,0.5,0.6155006486580998,0.7843229778879415,0.6896655098491776,0.9414672952259426,0.9491100649595969,0.9452721667153431,0.6572988771260037,0.49887010864138887,0.5630400430332767,0.8134776352089427,0.7554634954320971,0.7831006186528158,0.7452695845626532,0.8060127650724455
k-means,3d,64,2,0.6,0.5887528426182475,0.7985124492621831,0.677730180481321,0.9441927543375124,0.9456779081513517,0.9449342524969364,0.6572988771260037,0.49887010864138887,0.5630400430332767,0.8134776352089427,0.7554634954320971,0.7831006186528158,0.7422012736660875,0.8019216838770242
k-means,3d,64,2,0.7,0.5887528426182475,0.7985124492621831,0.677730180481321,0.9441927543375124,0.9456779081513517,0.9449342524969364,0.3752251519814241,0.7535100986059778,0.4660767155405432,0.8168299400442179,0.7492861374896662,0.7813887988125715,0.717532486832843,0.8013510772636097
k-means,3d,64,2,0.8,0.5887528426182475,0.7985124492621831,0.677730180481321,0.9441927543375124,0.9456779081513517,0.9449342524969364,0.3752251519814241,0.7535100986059778,0.4660767155405432,0.8168299400442179,0.7492861374896662,0.7813887988125715,0.717532486832843,0.8013510772636097
k-means,3d,64,2,0.9,0.49531299643431886,0.8335813084255865,0.6212004928805961,0.9463430365332645,0.9233830579599307,0.9347214264387792,0.3752251519814241,0.7535100986059778,0.4660767155405432,0.8168299400442179,0.7492861374896662,0.7813887988125715,0.7008468584181224,0.7791035727106489
k-means,3d,64,3,1,0.49531299643431886,0.8335813084255865,0.6212004928805961,0.9463430365332645,0.9233830579599307,0.9347214264387792,0.3752251519814241,0.7535100986059778,0.4660767155405432,0.8168299400442179,0.7492861374896662,0.7813887988125715,0.7008468584181224,0.7791035727106489
k-means,3d,64,4,0,0.723995167495134,0.6965439327046571,0.7099438621015911,0.9188873221663656,0.9736208616268857,0.945428454913355,0.6572988771260037,0.49887010864138887,0.5630400430332767,0.8724292159727034,0.7037998216903264,0.7790501285023265,0.7493656221376374,0.8114741485057575
k-means,3d,128,1,0.5,0.7268470711652181,0.681465056494581,0.7033902094897729,0.9291114485101643,0.9691591575212337,0.9487030019691073,0.6375819631472388,0.5629208904351578,0.5968427038846346,0.8539818704105067,0.7597803027016411,0.8039808779833488,0.763229198331716,0.8186913631474096
k-means,3d,128,2,0.6,0.5853335390730136,0.7811846976154118,0.6691778617632522,0.9459058023775145,0.9448023739210628,0.945353090294991,0.47751298780245477,0.7445707219913591,0.5486955815040513,0.8227846786919683,0.7762421696101333,0.7986324866674224,0.7404647550574293,0.8043878129085552
k-means,3d,128,2,0.7,0.5678636680360701,0.8132528518927075,0.6686934561363921,0.9483046882965074,0.939858143713346,0.9440619923908955,0.47751298780245477,0.7445707219913591,0.5486955815040513,0.8227846786919683,0.7762421696101333,0.7986324866674224,0.7400208791746904,0.8037959783982367
k-means,3d,128,2,0.8,0.5426939908249591,0.8265208226335743,0.6551012942970444,0.9561122294041645,0.9118565811765229,0.9334553795021834,0.47751298780245477,0.7445707219913591,0.5486955815040513,0.744397062781554,0.8080825954481202,0.7747390656729991,0.7279978302440697,0.7877652464907423
k-means,3d,128,2,0.9,0.45157615862898376,0.886496535793053,0.5980397092401871,0.9605701229546979,0.8826234629481265,0.9199430316921243,0.47751298780245477,0.7445707219913591,0.5486955815040513,0.744397062781554,0.8080825954481202,0.7747390656729991,0.7103543470273405,0.7642406022017701
k-means,3d,128,3,1,0.45157615862898376,0.886496535793053,0.5980397092401871,0.9605701229546979,0.8826234629481265,0.9199430316921243,0.47751298780245477,0.7445707219913591,0.5486955815040513,0.744397062781554,0.8080825954481202,0.7747390656729991,0.7103543470273405,0.7642406022017701
k-means,3d,128,4,0,0.8149299444902057,0.6047747729948982,0.6942844617462133,0.9206072035948766,0.9786402691625249,0.9487186015008078,0.6375819631472388,0.5629208904351578,0.5968427038846346,0.8631356663899451,0.7503616095159505,0.8026975263045892,0.7606358233590611,0.8152335298505368
k-means,4d,16,1,0.5,0.7215285854561391,0.45467480593208703,0.557689647639345,0.8637628747898233,0.9760390163552024,0.9164084335577437,0.21652407846650293,0.35870447400682504,0.26007509741088247,0.8435718085516194,0.4951545275693097,0.6238843066129022,0.5895143713052184,0.6993274626033303
k-means,4d,16,2,0.6,0.5961639867403142,0.5122690386050996,0.5506154245970791,0.868512210571448,0.9655788282523532,0.9144143762797834,0.21652407846650293,0.35870447400682504,0.26007509741088247,0.8435718085516194,0.4951545275693097,0.6238843066129022,0.5872473012251619,0.6963047024965884
k-means,4d,16,2,0.7,0.5961639867403142,0.5122690386050996,0.5506154245970791,0.8825322716729783,0.9298183665560744,0.905538118165777,0.21652407846650293,0.35870447400682504,0.26007509741088247,0.6804451695735617,0.5851744155385232,0.6289253683737851,0.586288502136881,0.6950263037122139
k-means,4d,16,2,0.8,0.3581982937264712,0.6228891636022518,0.45442886601336424,0.9170879599189957,0.7765492131417348,0.8409534288334737,0.21652407846650293,0.35870447400682504,0.26007509741088247,0.4857647778500112,0.731920522676601,0.5837280217483362,0.5347963535015141,0.6263701055317248
k-means,4d,16,2,0.9,0.3581982937264712,0.6228891636022518,0.45442886601336424,0.9170879599189957,0.7765492131417348,0.8409534288334737,0.21652407846650293,0.35870447400682504,0.26007509741088247,0.4857647778500112,0.731920522676601,0.5837280217483362,0.5347963535015141,0.6263701055317248
k-means,4d,16,3,1,0.3581982937264712,0.6228891636022518,0.45442886601336424,0.9170879599189957,0.7765492131417348,0.8409534288334737,0.21652407846650293,0.35870447400682504,0.26007509741088247,0.4857647778500112,0.731920522676601,0.5837280217483362,0.5347963535015141,0.6263701055317248
k-means,4d,16,4,0,0.7215285854561391,0.45467480593208703,0.557689647639345,0.8637628747898233,0.9760390163552024,0.9164084335577437,0.0,0.0,0.0,0.8233895525754013,0.5002968175928488,0.6218886412269463,0.5239966806060088,0.6986622408080118
k-means,4d,32,1,0.5,0.635728533112911,0.5777052842329752,0.6051785766662404,0.8885456350871572,0.9689514610715498,0.9269684160052583,0.33906606402941286,0.3524589331573263,0.3331127843141673,0.8523349630496981,0.5767162189457375,0.6878709591235901,0.638282684027314,0.7400059839316964
k-means,4d,32,2,0.6,0.635728533112911,0.5777052842329752,0.6051785766662404,0.8911433670399463,0.9632556246131722,0.9257611478126171,0.33906606402941286,0.3524589331573263,0.3331127843141673,0.8186062735490567,0.5910526209627011,0.6863972751057581,0.6376124459746958,0.7391123331948718
k-means,4d,32,2,0.7,0.5561882201736559,0.5983534405913762,0.5764004576634707,0.8979717500710938,0.9420100451989155,0.9194485073524984,0.33906606402941286,0.3524589331573263,0.3331127843141673,0.7587183345992187,0.6135942874547164,0.6783118579259044,0.6268184018140103,0.7247202743139578
k-means,4d,32,2,0.8,0.35772948907632424,0.6884838080172114,0.470581446115334,0.9060785287872655,0.889607480831601,0.89775479781032,0.2558938420835954,0.6905878796036483,0.35434407699330234,0.7607986303280142,0.5998653289621871,0.6706955319304181,0.5983439632123436,0.6796772586186908
k-means,4d,32,2,0.9,0.35772948907632424,0.6884838080172114,0.470581446115334,0.9060785287872655,0.889607480831601,0.89775479781032,0.2558938420835954,0.6905878796036483,0.35434407699330234,0.7607986303280142,0.5998653289621871,0.6706955319304181,0.5983439632123436,0.6796772586186908
k-means,4d,32,3,1,0.35772948907632424,0.6884838080172114,0.470581446115334,0.9060785287872655,0.889607480831601,0.89775479781032,0.2558938420835954,0.6905878796036483,0.35434407699330234,0.7607986303280142,0.5998653289621871,0.6706955319304181,0.5983439632123436,0.6796772586186908
k-means,4d,32,4,0,0.7294606690117499,0.5556637210905141,0.6305878875801662,0.8814049590720816,0.9775567055010708,0.9269333599624006,0.33906606402941286,0.3524589331573263,0.3331127843141673,0.876595478156888,0.5650845456038376,0.6871138853558544,0.6444369793031471,0.7482117109661405
k-means,4d,64,1,0.5,0.671778109594943,0.5684717583124974,0.6156316959448452,0.8924372960152147,0.9551669073888068,0.9227161015827323,0.3175975038748424,0.5490064634634114,0.40021024607211825,0.7765721513731545,0.6097586855773285,0.6830200872065615,0.6553945327015643,0.7404559615780464
